train_id,source_station,destination_station,train_capacity,booked_seats,available_seats,waiting_list_count,day_type,festival_flag,travel_date,crowd_level 
TR5638,Kozhikode,Ranchi,600,238,362,5,Weekend,No,2025-07-27,low
TR5639,Kozhikode,Bhubaneswar,600,91,509,47,Weekday,No,2024-08-13,low
TR5640,Kozhikode,Cuttack,600,260,340,27,Weekday,No,2024-04-09,medium
TR5641,Kozhikode,Puri,600,93,507,1,Weekday,No,2024-04-26,low
TR5642,Kozhikode,Rourkela,600,111,489,20,Weekday,Yes,2024-10-14,low
TR5643,Kozhikode,Sambalpur,600,139,461,31,Weekday,No,2025-01-13,low
TR5644,Kozhikode,Guwahati,600,232,368,52,Weekday,Yes,2025-10-14,low
TR5645,Kozhikode,Dibrugarh,600,180,420,13,Weekend,No,2025-10-19,low
TR5646,Kozhikode,Agartala,600,157,443,31,Weekday,No,2024-01-02,low
TR5647,Kozhikode,Silchar,600,131,469,10,Weekend,No,2025-06-01,low
TR5648,Kozhikode,Visakhapatnam,600,103,497,17,Weekday,No,2024-08-06,low
TR5649,Kozhikode,Vijayawada,600,223,377,15,Weekday,No,2024-05-24,low
TR5650,Kozhikode,Guntur,600,207,393,31,Weekend,No,2025-02-09,low
TR5651,Kozhikode,Tirupati,600,234,366,39,Weekday,No,2024-01-25,low
TR5652,Kozhikode,Rajahmundry,600,188,412,6,Weekend,No,2024-09-01,low
TR5653,Kozhikode,Warangal,600,90,510,4,Weekday,No,2025-02-07,low
TR5654,Kozhikode,Nizamabad,600,109,491,43,Weekday,No,2024-07-17,low
TR5655,Kozhikode,Coimbatore,600,191,409,17,Weekend,No,2025-03-09,low
TR5656,Kozhikode,Madurai,600,151,449,37,Weekday,No,2024-12-02,low
TR5657,Kozhikode,Trichy,600,142,458,4,Weekday,No,2025-08-07,low
TR5658,Kozhikode,Salem,600,116,484,36,Weekend,No,2024-05-12,low
TR5659,Kozhikode,Erode,600,214,386,54,Weekend,No,2024-02-11,low
TR5660,Kozhikode,Tirunelveli,600,191,409,26,Weekday,No,2025-01-22,low
TR5661,Kozhikode,Thoothukudi,600,193,407,34,Weekend,No,2024-07-06,low
TR5662,Kozhikode,Vellore,600,139,461,17,Weekend,No,2025-05-31,low
TR5663,Kozhikode,Kochi,600,177,423,17,Weekend,No,2024-03-09,low
TR5664,Kozhikode,Thiruvananthapuram,600,105,495,3,Weekday,No,2025-02-24,low
TR5665,Kozhikode,Thrissur,600,163,437,28,Weekday,No,2025-12-24,low
TR5666,Kozhikode,Kollam,600,90,510,56,Weekend,No,2024-03-09,low
TR5667,Kozhikode,Mysore,600,94,506,6,Weekday,No,2024-08-08,low
TR5668,Kozhikode,Mangalore,600,153,447,24,Weekday,No,2025-09-09,low
TR5669,Kozhikode,Hubli,600,283,317,50,Weekend,No,2025-01-25,medium
TR5670,Kozhikode,Belgaum,600,90,510,29,Weekday,No,2024-05-07,low
TR5671,Kozhikode,Davangere,600,109,491,45,Weekday,No,2024-06-04,low
TR5672,Kozhikode,Vadodara,600,179,421,22,Weekend,Yes,2025-07-13,low
TR5673,Kozhikode,Rajkot,600,254,346,36,Weekend,No,2025-09-21,medium
TR5674,Kozhikode,Jamnagar,600,179,421,59,Weekday,Yes,2024-09-20,low
TR5675,Kozhikode,Bhavnagar,600,203,397,35,Weekday,Yes,2024-12-12,low
TR5676,Kozhikode,Gandhinagar,600,153,447,47,Weekend,Yes,2025-07-26,low
TR5677,Kozhikode,Nashik,600,144,456,41,Weekday,No,2024-05-09,low
TR5678,Kozhikode,Aurangabad,600,173,427,5,Weekday,No,2024-05-30,low
TR5679,Kozhikode,Kolhapur,600,137,463,9,Weekend,No,2025-07-20,low
TR5680,Kozhikode,Solapur,600,204,396,36,Weekday,No,2024-05-16,low
TR5681,Kozhikode,Thane,600,92,508,20,Weekday,No,2025-07-17,low
TR5682,Kozhikode,Navi Mumbai,600,212,388,29,Weekend,No,2024-12-29,low
TR5683,Kozhikode,Amravati,600,171,429,29,Weekday,No,2025-12-24,low
TR5684,Kozhikode,Jodhpur,600,159,441,47,Weekday,No,2024-01-25,low
TR5685,Kozhikode,Udaipur,600,90,510,59,Weekend,No,2025-11-22,low
TR5686,Kozhikode,Ajmer,600,122,478,59,Weekday,No,2024-06-13,low
TR5687,Kozhikode,Kota,600,226,374,4,Weekday,No,2024-01-26,low
TR5688,Kozhikode,Bikaner,600,159,441,44,Weekday,No,2025-06-13,low
TR5689,Kozhikode,Alwar,600,182,418,43,Weekday,No,2025-01-24,low
TR5690,Kozhikode,Varanasi,600,127,473,51,Weekday,No,2025-09-04,low
TR5691,Kozhikode,Prayagraj,600,168,432,25,Weekday,No,2024-03-20,low
TR5692,Kozhikode,Agra,600,103,497,30,Weekday,No,2024-02-29,low
TR5693,Kozhikode,Meerut,600,174,426,27,Weekday,No,2025-02-18,low
TR5694,Kozhikode,Bareilly,600,187,413,22,Weekday,No,2025-10-06,low
TR5695,Kozhikode,Gorakhpur,600,184,416,14,Weekday,No,2024-10-23,low
TR5696,Kozhikode,Mathura,600,126,474,38,Weekday,No,2025-08-05,low
TR5697,Kozhikode,Dehradun,600,153,447,1,Weekday,No,2025-10-24,low
TR5698,Kozhikode,Haridwar,600,195,405,44,Weekend,Yes,2025-09-27,low
TR5699,Kozhikode,Amritsar,600,159,441,50,Weekday,No,2025-01-06,low
TR5700,Kozhikode,Ludhiana,600,155,445,13,Weekend,No,2025-05-25,low
TR5701,Kozhikode,Jalandhar,600,260,340,12,Weekend,No,2025-01-19,medium
TR5702,Kozhikode,Patiala,600,123,477,30,Weekday,No,2025-05-07,low
TR5703,Kozhikode,Chandigarh,600,221,379,50,Weekday,No,2025-02-18,low
TR5704,Kozhikode,Jammu,600,114,486,6,Weekend,Yes,2025-01-18,low
TR5705,Kozhikode,Srinagar,600,200,400,25,Weekday,No,2024-11-15,low
TR5706,Kozhikode,Raipur,600,203,397,12,Weekday,No,2025-04-22,low
TR5707,Kozhikode,Bilaspur,600,144,456,51,Weekday,No,2025-07-03,low
TR5708,Kozhikode,Durg,600,111,489,52,Weekend,Yes,2025-11-02,low
TR5709,Kozhikode,Jabalpur,600,90,510,5,Weekday,No,2025-03-24,low
TR5710,Kozhikode,Gwalior,600,139,461,8,Weekday,No,2024-03-14,low
TR5711,Kozhikode,Ujjain,600,194,406,9,Weekday,No,2025-03-05,low
TR5712,Kozhikode,Rewa,600,117,483,48,Weekend,No,2024-08-18,low
TR5713,Kozhikode,Dhanbad,600,174,426,54,Weekend,No,2024-01-20,low
TR5714,Kozhikode,Asansol,600,98,502,22,Weekday,No,2024-02-22,low
TR5715,Kozhikode,Jamshedpur,600,158,442,9,Weekend,No,2025-03-08,low
TR5716,Kozhikode,Tatanagar,600,114,486,39,Weekday,Yes,2025-11-21,low
TR5717,Kozhikode,Gaya,600,165,435,53,Weekend,No,2025-01-04,low
TR5718,Kozhikode,Muzaffarpur,600,145,455,54,Weekday,No,2024-11-21,low
TR5719,Kozhikode,Bhagalpur,600,112,488,26,Weekday,No,2024-03-05,low
TR5720,Kozhikode,Siliguri,600,137,463,46,Weekday,No,2025-05-08,low
TR5721,Kozhikode,New Jalpaiguri,600,124,476,57,Weekend,No,2024-02-10,low
TR5722,Kozhikode,Durgapur,600,106,494,49,Weekend,No,2025-09-06,low
TR5723,Kozhikode,Howrah,600,221,379,28,Weekday,No,2025-08-19,low
TR5724,Kozhikode,Malda,600,152,448,15,Weekday,No,2025-12-25,low
TR5725,Kozhikode,Panaji,600,90,510,22,Weekday,No,2024-07-26,low
TR5726,Thrissur,Delhi,600,139,461,21,Weekend,No,2024-04-28,low
TR5727,Thrissur,New Delhi,600,213,387,59,Weekday,No,2024-08-06,low
TR5728,Thrissur,Mumbai,600,132,468,43,Weekday,No,2025-08-07,low
TR5729,Thrissur,Chennai,600,241,359,51,Weekend,Yes,2024-06-08,medium
TR5730,Thrissur,Kolkata,600,128,472,46,Weekday,No,2025-10-10,low
TR5731,Thrissur,Bangalore,600,193,407,28,Weekday,No,2024-04-22,low
TR5732,Thrissur,Hyderabad,600,219,381,47,Weekday,No,2024-02-05,low
TR5733,Thrissur,Pune,600,191,409,38,Weekend,Yes,2024-06-09,low
TR5734,Thrissur,Ahmedabad,600,103,497,44,Weekend,No,2025-07-05,low
TR5735,Thrissur,Jaipur,600,124,476,18,Weekend,No,2025-03-16,low
TR5736,Thrissur,Surat,600,225,375,13,Weekday,No,2024-09-16,low
TR5737,Thrissur,Lucknow,600,130,470,10,Weekday,No,2025-04-24,low
TR5738,Thrissur,Kanpur,600,216,384,17,Weekend,No,2025-04-19,low
TR5739,Thrissur,Nagpur,600,148,452,58,Weekend,Yes,2025-02-09,low
TR5740,Thrissur,Indore,600,176,424,56,Weekday,No,2025-01-10,low
TR5741,Thrissur,Bhopal,600,102,498,8,Weekday,No,2024-03-15,low
TR5742,Thrissur,Patna,600,140,460,33,Weekday,Yes,2024-07-08,low
TR5743,Thrissur,Ranchi,600,127,473,56,Weekday,No,2025-01-20,low
TR5744,Thrissur,Bhubaneswar,600,180,420,45,Weekday,No,2024-04-08,low
TR5745,Thrissur,Cuttack,600,173,427,36,Weekday,No,2024-12-13,low
TR5746,Thrissur,Puri,600,191,409,35,Weekday,No,2024-03-26,low
TR5747,Thrissur,Rourkela,600,145,455,19,Weekday,No,2025-07-29,low
TR5748,Thrissur,Sambalpur,600,124,476,55,Weekend,No,2024-03-16,low
TR5749,Thrissur,Guwahati,600,178,422,4,Weekday,No,2024-03-08,low
TR5750,Thrissur,Dibrugarh,600,120,480,52,Weekday,No,2025-04-11,low
TR5751,Thrissur,Agartala,600,221,379,52,Weekday,No,2024-06-10,low
TR5752,Thrissur,Silchar,600,163,437,15,Weekday,No,2024-09-13,low
TR5753,Thrissur,Visakhapatnam,600,153,447,30,Weekend,Yes,2024-08-17,low
TR5754,Thrissur,Vijayawada,600,191,409,53,Weekday,No,2024-06-07,low
TR5755,Thrissur,Guntur,600,165,435,28,Weekday,No,2025-07-10,low
TR5756,Thrissur,Tirupati,600,90,510,18,Weekday,No,2025-05-20,low
TR5757,Thrissur,Rajahmundry,600,118,482,4,Weekend,No,2024-06-23,low
TR5758,Thrissur,Warangal,600,220,380,26,Weekend,No,2025-05-17,low
TR5759,Thrissur,Nizamabad,600,173,427,16,Weekday,No,2025-06-05,low
TR5760,Thrissur,Coimbatore,600,90,510,51,Weekday,No,2025-01-29,low
TR5761,Thrissur,Madurai,600,186,414,51,Weekday,Yes,2025-02-26,low
TR5762,Thrissur,Trichy,600,142,458,19,Weekday,No,2025-11-14,low
TR5763,Thrissur,Salem,600,127,473,12,Weekday,No,2024-11-27,low
TR5764,Thrissur,Erode,600,114,486,17,Weekday,No,2024-10-08,low
TR5765,Thrissur,Tirunelveli,600,217,383,24,Weekday,No,2025-01-29,low
TR5766,Thrissur,Thoothukudi,600,90,510,40,Weekday,No,2025-09-03,low
TR5767,Thrissur,Vellore,600,129,471,9,Weekday,No,2025-06-02,low
TR5768,Thrissur,Kochi,600,175,425,59,Weekend,No,2024-02-24,low
TR5769,Thrissur,Thiruvananthapuram,600,245,355,42,Weekend,No,2024-12-01,medium
TR5770,Thrissur,Kozhikode,600,196,404,7,Weekday,No,2025-06-24,low
TR5771,Thrissur,Kollam,600,128,472,18,Weekday,No,2024-06-12,low
TR5772,Thrissur,Mysore,600,242,358,42,Weekday,No,2025-12-23,medium
TR5773,Thrissur,Mangalore,600,104,496,30,Weekday,No,2025-08-13,low
TR5774,Thrissur,Hubli,600,182,418,31,Weekday,No,2025-09-10,low
TR5775,Thrissur,Belgaum,600,192,408,2,Weekday,No,2024-02-29,low
TR5776,Thrissur,Davangere,600,127,473,24,Weekday,No,2025-02-27,low
TR5777,Thrissur,Vadodara,600,202,398,36,Weekday,No,2025-01-20,low
TR5778,Thrissur,Rajkot,600,144,456,44,Weekday,No,2025-04-03,low
TR5779,Thrissur,Jamnagar,600,202,398,26,Weekend,No,2025-09-13,low
TR5780,Thrissur,Bhavnagar,600,90,510,33,Weekend,No,2024-09-15,low
TR5781,Thrissur,Gandhinagar,600,185,415,13,Weekend,No,2025-01-25,low
TR5782,Thrissur,Nashik,600,149,451,47,Weekend,No,2025-05-11,low
TR5783,Thrissur,Aurangabad,600,224,376,41,Weekday,No,2025-07-04,low
TR5784,Thrissur,Kolhapur,600,167,433,44,Weekday,No,2025-07-17,low
TR5785,Thrissur,Solapur,600,229,371,40,Weekday,No,2024-09-03,low
TR5786,Thrissur,Thane,600,193,407,59,Weekday,No,2025-12-30,low
TR5787,Thrissur,Navi Mumbai,600,163,437,52,Weekday,No,2024-01-08,low
TR5788,Thrissur,Amravati,600,207,393,48,Weekday,No,2024-12-25,low
TR5789,Thrissur,Jodhpur,600,207,393,20,Weekday,No,2025-03-21,low
TR5790,Thrissur,Udaipur,600,192,408,4,Weekday,No,2024-02-14,low
TR5791,Thrissur,Ajmer,600,90,510,0,Weekday,No,2024-11-25,low
TR5792,Thrissur,Kota,600,122,478,46,Weekday,No,2025-03-11,low
TR5793,Thrissur,Bikaner,600,235,365,53,Weekday,No,2025-03-20,low
TR5794,Thrissur,Alwar,600,109,491,38,Weekday,No,2024-03-28,low
TR5795,Thrissur,Varanasi,600,211,389,43,Weekend,No,2024-07-21,low
TR5796,Thrissur,Prayagraj,600,203,397,5,Weekday,No,2024-06-27,low
TR5797,Thrissur,Agra,600,134,466,33,Weekend,No,2025-04-12,low
TR5798,Thrissur,Meerut,600,90,510,36,Weekday,No,2024-08-28,low
TR5799,Thrissur,Bareilly,600,142,458,9,Weekday,No,2025-02-21,low
TR5800,Thrissur,Gorakhpur,600,269,331,45,Weekday,No,2025-06-18,medium
TR5801,Thrissur,Mathura,600,128,472,20,Weekday,No,2025-08-05,low
TR5802,Thrissur,Dehradun,600,131,469,11,Weekday,No,2024-05-14,low
TR5803,Thrissur,Haridwar,600,121,479,41,Weekday,No,2025-10-22,low
TR5804,Thrissur,Amritsar,600,227,373,26,Weekday,No,2024-05-01,low
TR5805,Thrissur,Ludhiana,600,157,443,32,Weekday,No,2024-01-16,low
TR5806,Thrissur,Jalandhar,600,139,461,32,Weekday,No,2024-02-02,low
TR5807,Thrissur,Patiala,600,237,363,37,Weekend,Yes,2024-05-26,low
TR5808,Thrissur,Chandigarh,600,197,403,24,Weekday,No,2025-09-30,low
TR5809,Thrissur,Jammu,600,125,475,48,Weekday,No,2024-05-31,low
TR5810,Thrissur,Srinagar,600,110,490,52,Weekday,No,2025-05-21,low
TR5811,Thrissur,Raipur,600,225,375,29,Weekday,No,2024-11-01,low
TR5812,Thrissur,Bilaspur,600,170,430,10,Weekday,Yes,2024-01-30,low
TR5813,Thrissur,Durg,600,95,505,16,Weekday,No,2024-11-20,low
TR5814,Thrissur,Jabalpur,600,90,510,46,Weekend,No,2024-01-21,low
TR5815,Thrissur,Gwalior,600,115,485,15,Weekend,No,2024-12-14,low
TR5816,Thrissur,Ujjain,600,109,491,46,Weekday,No,2025-02-12,low
TR5817,Thrissur,Rewa,600,90,510,39,Weekday,No,2025-01-16,low
TR5818,Thrissur,Dhanbad,600,116,484,26,Weekday,No,2024-07-25,low
TR5819,Thrissur,Asansol,600,125,475,7,Weekday,No,2025-07-14,low
TR5820,Thrissur,Jamshedpur,600,147,453,32,Weekday,No,2025-03-12,low
TR5821,Thrissur,Tatanagar,600,250,350,41,Weekday,No,2024-07-05,medium
TR5822,Thrissur,Gaya,600,156,444,9,Weekday,No,2024-11-13,low
TR5823,Thrissur,Muzaffarpur,600,161,439,49,Weekday,No,2024-03-20,low
TR5824,Thrissur,Bhagalpur,600,193,407,11,Weekday,No,2025-11-05,low
TR5825,Thrissur,Siliguri,600,158,442,24,Weekday,No,2025-07-04,low
TR5826,Thrissur,New Jalpaiguri,600,188,412,31,Weekday,No,2024-07-29,low
TR5827,Thrissur,Durgapur,600,182,418,44,Weekday,No,2025-05-08,low
TR5828,Thrissur,Howrah,600,175,425,13,Weekend,No,2025-05-11,low
TR5829,Thrissur,Malda,600,302,298,20,Weekday,No,2025-03-21,medium
TR5830,Thrissur,Panaji,600,213,387,48,Weekday,Yes,2024-02-09,low
TR5831,Kollam,Delhi,600,117,483,19,Weekend,No,2025-10-04,low
TR5832,Kollam,New Delhi,600,187,413,36,Weekend,Yes,2025-11-29,low
TR5833,Kollam,Mumbai,600,131,469,23,Weekend,No,2025-12-13,low
TR5834,Kollam,Chennai,600,190,410,3,Weekday,No,2025-12-17,low
TR5835,Kollam,Kolkata,600,103,497,30,Weekend,No,2025-11-09,low
TR5836,Kollam,Bangalore,600,116,484,21,Weekday,No,2025-06-24,low
TR5837,Kollam,Hyderabad,600,185,415,15,Weekend,No,2024-02-11,low
TR5838,Kollam,Pune,600,217,383,51,Weekday,No,2024-12-06,low
TR5839,Kollam,Ahmedabad,600,193,407,46,Weekday,No,2024-06-28,low
TR5840,Kollam,Jaipur,600,210,390,16,Weekend,No,2024-06-09,low
TR5841,Kollam,Surat,600,187,413,31,Weekend,No,2025-08-30,low
TR5842,Kollam,Lucknow,600,177,423,43,Weekend,Yes,2025-08-16,low
TR5843,Kollam,Kanpur,600,145,455,3,Weekday,No,2025-01-16,low
TR5844,Kollam,Nagpur,600,208,392,5,Weekend,No,2025-06-22,low
TR5845,Kollam,Indore,600,218,382,32,Weekday,No,2024-04-04,low
TR5846,Kollam,Bhopal,600,166,434,55,Weekday,No,2024-06-11,low
TR5847,Kollam,Patna,600,163,437,55,Weekend,No,2025-09-21,low
TR5848,Kollam,Ranchi,600,245,355,26,Weekday,No,2024-11-25,medium
TR5849,Kollam,Bhubaneswar,600,168,432,42,Weekday,Yes,2025-02-03,low
TR5850,Kollam,Cuttack,600,173,427,29,Weekday,No,2024-12-04,low
TR5851,Kollam,Puri,600,192,408,54,Weekday,No,2024-05-27,low
TR5852,Kollam,Rourkela,600,164,436,34,Weekday,No,2025-08-27,low
TR5853,Kollam,Sambalpur,600,130,470,53,Weekday,No,2025-07-08,low
TR5854,Kollam,Guwahati,600,187,413,21,Weekday,No,2025-05-14,low
TR5855,Kollam,Dibrugarh,600,167,433,55,Weekend,No,2024-09-15,low
TR5856,Kollam,Agartala,600,257,343,43,Weekday,No,2025-04-15,medium
TR5857,Kollam,Silchar,600,207,393,46,Weekday,No,2025-11-27,low
TR5858,Kollam,Visakhapatnam,600,140,460,0,Weekend,No,2025-04-20,low
TR5859,Kollam,Vijayawada,600,204,396,48,Weekday,No,2024-12-27,low
TR5860,Kollam,Guntur,600,184,416,9,Weekday,No,2024-07-16,low
TR5861,Kollam,Tirupati,600,232,368,56,Weekday,Yes,2025-01-17,low
TR5862,Kollam,Rajahmundry,600,144,456,11,Weekend,No,2024-09-28,low
TR5863,Kollam,Warangal,600,178,422,49,Weekend,Yes,2025-03-22,low
TR5864,Kollam,Nizamabad,600,164,436,38,Weekend,No,2024-02-03,low
TR5865,Kollam,Coimbatore,600,172,428,23,Weekend,Yes,2024-05-19,low
TR5866,Kollam,Madurai,600,126,474,53,Weekday,No,2025-07-29,low
TR5867,Kollam,Trichy,600,197,403,23,Weekend,No,2024-10-05,low
TR5868,Kollam,Salem,600,189,411,3,Weekday,Yes,2024-11-12,low
TR5869,Kollam,Erode,600,231,369,4,Weekend,No,2025-02-01,low
TR5870,Kollam,Tirunelveli,600,168,432,51,Weekend,No,2024-11-16,low
TR5871,Kollam,Thoothukudi,600,149,451,23,Weekday,No,2025-07-08,low
TR5872,Kollam,Vellore,600,207,393,49,Weekday,No,2024-06-28,low
TR5873,Kollam,Kochi,600,131,469,1,Weekday,No,2025-07-08,low
TR5874,Kollam,Thiruvananthapuram,600,221,379,4,Weekend,No,2024-06-02,low
TR5875,Kollam,Kozhikode,600,221,379,59,Weekday,No,2024-09-27,low
TR5876,Kollam,Thrissur,600,229,371,8,Weekday,No,2025-03-05,low
TR5877,Kollam,Mysore,600,187,413,41,Weekday,No,2025-10-09,low
TR5878,Kollam,Mangalore,600,146,454,21,Weekday,No,2024-06-18,low
TR5879,Kollam,Hubli,600,174,426,30,Weekday,No,2025-03-05,low
TR5880,Kollam,Belgaum,600,187,413,6,Weekday,No,2024-02-16,low
TR5881,Kollam,Davangere,600,142,458,16,Weekend,No,2024-02-25,low
TR5882,Kollam,Vadodara,600,233,367,45,Weekday,No,2025-07-15,low
TR5883,Kollam,Rajkot,600,197,403,32,Weekday,No,2025-06-09,low
TR5884,Kollam,Jamnagar,600,126,474,30,Weekday,No,2024-10-02,low
TR5885,Kollam,Bhavnagar,600,259,341,56,Weekday,No,2025-03-31,medium
TR5886,Kollam,Gandhinagar,600,174,426,24,Weekday,No,2024-10-04,low
TR5887,Kollam,Nashik,600,116,484,48,Weekend,Yes,2024-07-21,low
TR5888,Kollam,Aurangabad,600,129,471,43,Weekday,No,2024-11-11,low
TR5889,Kollam,Kolhapur,600,240,360,27,Weekday,No,2024-08-15,medium
TR5890,Kollam,Solapur,600,257,343,17,Weekday,No,2025-08-18,medium
TR5891,Kollam,Thane,600,217,383,21,Weekend,No,2024-10-27,low
TR5892,Kollam,Navi Mumbai,600,232,368,52,Weekday,No,2024-08-22,low
TR5893,Kollam,Amravati,600,227,373,18,Weekend,No,2025-01-26,low
TR5894,Kollam,Jodhpur,600,196,404,39,Weekday,No,2025-07-08,low
TR5895,Kollam,Udaipur,600,185,415,7,Weekday,No,2024-07-19,low
TR5896,Kollam,Ajmer,600,195,405,20,Weekday,No,2025-11-17,low
TR5897,Kollam,Kota,600,204,396,56,Weekday,No,2024-12-04,low
TR5898,Kollam,Bikaner,600,133,467,32,Weekday,No,2025-04-28,low
TR5899,Kollam,Alwar,600,204,396,49,Weekend,No,2025-11-30,low
TR5900,Kollam,Varanasi,600,239,361,15,Weekday,No,2024-11-11,low
TR5901,Kollam,Prayagraj,600,159,441,45,Weekend,No,2024-05-26,low
TR5902,Kollam,Agra,600,154,446,59,Weekday,Yes,2025-06-30,low
TR5903,Kollam,Meerut,600,192,408,55,Weekday,No,2024-01-05,low
TR5904,Kollam,Bareilly,600,138,462,26,Weekend,No,2024-11-30,low
TR5905,Kollam,Gorakhpur,600,106,494,40,Weekday,No,2025-12-17,low
TR5906,Kollam,Mathura,600,224,376,53,Weekday,No,2024-10-29,low
TR5907,Kollam,Dehradun,600,147,453,48,Weekday,No,2025-05-15,low
TR5908,Kollam,Haridwar,600,170,430,58,Weekend,Yes,2025-01-18,low
TR5909,Kollam,Amritsar,600,140,460,1,Weekday,No,2024-06-05,low
TR5910,Kollam,Ludhiana,600,230,370,32,Weekday,No,2024-08-20,low
TR5911,Kollam,Jalandhar,600,210,390,47,Weekday,No,2025-01-17,low
TR5912,Kollam,Patiala,600,157,443,43,Weekend,No,2024-03-17,low
TR5913,Kollam,Chandigarh,600,112,488,9,Weekday,Yes,2024-10-30,low
TR5914,Kollam,Jammu,600,152,448,34,Weekday,No,2024-10-30,low
TR5915,Kollam,Srinagar,600,196,404,9,Weekday,No,2025-09-02,low
TR5916,Kollam,Raipur,600,178,422,5,Weekend,Yes,2024-03-31,low
TR5917,Kollam,Bilaspur,600,174,426,6,Weekday,No,2025-09-08,low
TR5918,Kollam,Durg,600,179,421,57,Weekend,No,2024-10-27,low
TR5919,Kollam,Jabalpur,600,205,395,16,Weekday,No,2025-04-21,low
TR5920,Kollam,Gwalior,600,167,433,27,Weekday,No,2025-02-11,low
TR5921,Kollam,Ujjain,600,191,409,15,Weekday,No,2024-08-07,low
TR5922,Kollam,Rewa,600,122,478,53,Weekday,Yes,2025-11-11,low
TR5923,Kollam,Dhanbad,600,292,308,53,Weekday,No,2024-06-13,medium
TR5924,Kollam,Asansol,600,155,445,39,Weekend,No,2024-01-27,low
TR5925,Kollam,Jamshedpur,600,179,421,49,Weekday,No,2025-07-02,low
TR5926,Kollam,Tatanagar,600,196,404,6,Weekend,No,2025-03-30,low
TR5927,Kollam,Gaya,600,149,451,59,Weekend,No,2025-10-12,low
TR5928,Kollam,Muzaffarpur,600,169,431,25,Weekend,No,2024-11-30,low
TR5929,Kollam,Bhagalpur,600,169,431,24,Weekend,Yes,2024-01-13,low
TR5930,Kollam,Siliguri,600,125,475,11,Weekday,Yes,2024-01-15,low
TR5931,Kollam,New Jalpaiguri,600,190,410,52,Weekday,No,2024-11-12,low
TR5932,Kollam,Durgapur,600,90,510,10,Weekday,No,2024-07-01,low
TR5933,Kollam,Howrah,600,253,347,51,Weekday,Yes,2025-11-05,medium
TR5934,Kollam,Malda,600,207,393,42,Weekday,Yes,2024-03-27,low
TR5935,Kollam,Panaji,600,200,400,46,Weekend,No,2025-10-05,low
TR5936,Mysore,Delhi,600,90,510,1,Weekday,No,2024-06-07,low
TR5937,Mysore,New Delhi,600,131,469,44,Weekday,No,2024-03-28,low
TR5938,Mysore,Mumbai,600,236,364,57,Weekday,No,2024-07-19,low
TR5939,Mysore,Chennai,600,368,232,23,Weekday,No,2024-04-15,medium
TR5940,Mysore,Kolkata,600,226,374,26,Weekend,Yes,2024-10-20,low
TR5941,Mysore,Bangalore,600,219,381,6,Weekday,No,2024-08-29,low
TR5942,Mysore,Hyderabad,600,194,406,29,Weekday,No,2025-01-21,low
TR5943,Mysore,Pune,600,128,472,40,Weekday,No,2025-01-27,low
TR5944,Mysore,Ahmedabad,600,217,383,17,Weekday,No,2024-01-01,low
TR5945,Mysore,Jaipur,600,116,484,44,Weekday,Yes,2024-04-01,low
TR5946,Mysore,Surat,600,111,489,5,Weekend,No,2024-04-28,low
TR5947,Mysore,Lucknow,600,108,492,40,Weekday,No,2024-05-22,low
TR5948,Mysore,Kanpur,600,216,384,35,Weekend,No,2024-03-09,low
TR5949,Mysore,Nagpur,600,166,434,13,Weekend,No,2024-08-17,low
TR5950,Mysore,Indore,600,174,426,20,Weekday,No,2025-02-05,low
TR5951,Mysore,Bhopal,600,168,432,14,Weekday,No,2024-08-13,low
TR5952,Mysore,Patna,600,115,485,37,Weekday,No,2024-08-28,low
TR5953,Mysore,Ranchi,600,137,463,38,Weekday,No,2024-12-09,low
TR5954,Mysore,Bhubaneswar,600,139,461,33,Weekday,No,2025-02-04,low
TR5955,Mysore,Cuttack,600,101,499,11,Weekday,No,2024-08-29,low
TR5956,Mysore,Puri,600,145,455,13,Weekday,No,2024-06-11,low
TR5957,Mysore,Rourkela,600,117,483,48,Weekend,Yes,2024-10-26,low
TR5958,Mysore,Sambalpur,600,197,403,27,Weekday,No,2024-01-18,low
TR5959,Mysore,Guwahati,600,201,399,26,Weekday,No,2024-12-26,low
TR5960,Mysore,Dibrugarh,600,107,493,18,Weekday,Yes,2025-11-19,low
TR5961,Mysore,Agartala,600,155,445,55,Weekday,Yes,2024-10-17,low
TR5962,Mysore,Silchar,600,258,342,14,Weekday,No,2024-03-20,medium
TR5963,Mysore,Visakhapatnam,600,122,478,46,Weekend,No,2025-05-31,low
TR5964,Mysore,Vijayawada,600,189,411,46,Weekday,No,2024-04-02,low
TR5965,Mysore,Guntur,600,174,426,14,Weekday,No,2024-05-21,low
TR5966,Mysore,Tirupati,600,221,379,0,Weekday,No,2024-04-17,low
TR5967,Mysore,Rajahmundry,600,183,417,14,Weekday,No,2025-10-07,low
TR5968,Mysore,Warangal,600,148,452,16,Weekday,No,2025-12-18,low
TR5969,Mysore,Nizamabad,600,172,428,44,Weekday,No,2025-02-20,low
TR5970,Mysore,Coimbatore,600,173,427,31,Weekday,No,2025-03-27,low
TR5971,Mysore,Madurai,600,165,435,25,Weekday,No,2025-04-16,low
TR5972,Mysore,Trichy,600,106,494,28,Weekend,No,2025-03-22,low
TR5973,Mysore,Salem,600,229,371,57,Weekend,No,2025-02-01,low
TR5974,Mysore,Erode,600,220,380,56,Weekday,No,2025-12-22,low
TR5975,Mysore,Tirunelveli,600,119,481,1,Weekday,No,2025-06-19,low
